Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker
2024-12-10 00:00:00-05:00,226.08999633789062,229.05999755859375,224.1999969482422,225.0399932861328,31199900,0.0,0.0,amzn
2024-12-11 00:00:00-05:00,226.41000366210938,231.1999969482422,226.25999450683594,230.25999450683594,35385800,0.0,0.0,amzn
2024-12-12 00:00:00-05:00,229.8300018310547,231.08999633789062,227.6300048828125,228.97000122070312,28204100,0.0,0.0,amzn
2024-12-13 00:00:00-05:00,228.39999389648438,230.1999969482422,225.86000061035156,227.4600067138672,28749400,0.0,0.0,amzn
2024-11-14 00:00:00-05:00,225.02000427246094,228.8699951171875,225.0,228.22000122070312,44923900,0.0,0.0,aapl
2024-11-15 00:00:00-05:00,226.39999389648438,226.9199981689453,224.27000427246094,225.0,47923700,0.0,0.0,aapl
2024-11-18 00:00:00-05:00,225.25,229.74000549316406,225.1699981689453,228.02000427246094,44686000,0.0,0.0,aapl
2024-11-19 00:00:00-05:00,226.97999572753906,230.16000366210938,226.66000366210938,228.27999877929688,36211800,0.0,0.0,aapl
2024-11-20 00:00:00-05:00,228.05999755859375,229.92999267578125,225.88999938964844,229.0,35169600,0.0,0.0,aapl
2024-11-21 00:00:00-05:00,228.8800048828125,230.16000366210938,225.7100067138672,228.52000427246094,42108300,0.0,0.0,aapl
2024-11-22 00:00:00-05:00,228.05999755859375,230.72000122070312,228.05999755859375,229.8699951171875,38168300,0.0,0.0,aapl
2024-11-25 00:00:00-05:00,231.4600067138672,233.25,229.74000549316406,232.8699951171875,90152800,0.0,0.0,aapl
2024-11-26 00:00:00-05:00,233.3300018310547,235.57000732421875,233.3300018310547,235.05999755859375,45986200,0.0,0.0,aapl
2024-11-27 00:00:00-05:00,234.47000122070312,235.69000244140625,233.80999755859375,234.92999267578125,33498400,0.0,0.0,aapl
2024-11-29 00:00:00-05:00,234.80999755859375,237.80999755859375,233.97000122070312,237.3300018310547,28481400,0.0,0.0,aapl
2024-12-02 00:00:00-05:00,237.27000427246094,240.7899932861328,237.16000366210938,239.58999633789062,48137100,0.0,0.0,aapl
2024-12-03 00:00:00-05:00,239.80999755859375,242.75999450683594,238.89999389648438,242.64999389648438,38861000,0.0,0.0,aapl
2024-12-04 00:00:00-05:00,242.8699951171875,244.11000061035156,241.25,243.00999450683594,44383900,0.0,0.0,aapl
2024-12-05 00:00:00-05:00,243.99000549316406,244.5399932861328,242.1300048828125,243.0399932861328,40033900,0.0,0.0,aapl
2024-12-06 00:00:00-05:00,242.91000366210938,244.6300048828125,242.0800018310547,242.83999633789062,36870600,0.0,0.0,aapl
2024-12-09 00:00:00-05:00,241.8300018310547,247.24000549316406,241.75,246.75,44649200,0.0,0.0,aapl
2024-12-10 00:00:00-05:00,246.88999938964844,248.2100067138672,245.33999633789062,247.77000427246094,36914800,0.0,0.0,aapl
2024-12-11 00:00:00-05:00,247.9600067138672,250.8000030517578,246.25999450683594,246.49000549316406,45205800,0.0,0.0,aapl
2024-12-12 00:00:00-05:00,246.88999938964844,248.74000549316406,245.67999267578125,247.9600067138672,32777500,0.0,0.0,aapl
2024-12-13 00:00:00-05:00,247.82000732421875,249.2899932861328,246.24000549316406,248.1300048828125,33132000,0.0,0.0,aapl
2024-11-14 00:00:00-05:00,210.0,210.5,206.35000610351562,208.99000549316406,6372900,0.0,0.0,ibm
2024-11-15 00:00:00-05:00,207.4600067138672,208.49000549316406,204.07000732421875,204.99000549316406,3986500,0.0,0.0,ibm
2024-11-18 00:00:00-05:00,207.0,208.4199981689453,205.3699951171875,208.08999633789062,3405900,0.0,0.0,ibm
2024-11-19 00:00:00-05:00,206.5,210.3300018310547,206.19000244140625,210.25,2860700,0.0,0.0,ibm
2024-11-20 00:00:00-05:00,211.0,214.9600067138672,209.77000427246094,214.60000610351562,4562900,0.0,0.0,ibm
2024-11-21 00:00:00-05:00,215.80999755859375,222.6300048828125,215.27000427246094,222.39999389648438,5236400,0.0,0.0,ibm
2024-11-22 00:00:00-05:00,223.35000610351562,227.1999969482422,220.88999938964844,222.97000122070312,5320700,0.0,0.0,ibm
2024-11-25 00:00:00-05:00,223.35000610351562,226.4199981689453,222.64999389648438,226.1300048828125,7189300,0.0,0.0,ibm
2024-11-26 00:00:00-05:00,226.72999572753906,228.97999572753906,225.50999450683594,228.8300018310547,4449500,0.0,0.0,ibm
2024-11-27 00:00:00-05:00,228.8300018310547,229.19000244140625,224.27000427246094,226.9199981689453,2995100,0.0,0.0,ibm
2024-11-29 00:00:00-05:00,227.75,230.36000061035156,227.19000244140625,227.41000366210938,2640300,0.0,0.0,ibm
2024-12-02 00:00:00-05:00,227.5,228.3800048828125,225.50999450683594,227.38999938964844,2655900,0.0,0.0,ibm
2024-12-03 00:00:00-05:00,227.24000549316406,229.11000061035156,226.6699981689453,229.0,3163800,0.0,0.0,ibm
2024-12-04 00:00:00-05:00,230.0,233.74000549316406,229.35000610351562,233.49000549316406,4104200,0.0,0.0,ibm
2024-12-05 00:00:00-05:00,233.5500030517578,236.52000427246094,233.4600067138672,234.75,4791100,0.0,0.0,ibm
2024-12-06 00:00:00-05:00,234.42999267578125,238.3800048828125,234.22000122070312,238.0399932861328,4028400,0.0,0.0,ibm
2024-12-09 00:00:00-05:00,238.0,239.35000610351562,228.91000366210938,230.0,4970400,0.0,0.0,ibm
2024-12-10 00:00:00-05:00,228.39999389648438,234.38999938964844,227.8000030517578,231.72000122070312,4769500,0.0,0.0,ibm
2024-12-11 00:00:00-05:00,232.69000244140625,233.0,229.1300048828125,230.1199951171875,3872700,0.0,0.0,ibm
2024-12-12 00:00:00-05:00,230.66000366210938,233.88999938964844,230.3800048828125,232.25999450683594,4515700,0.0,0.0,ibm
2024-12-13 00:00:00-05:00,232.25,233.77999877929688,230.25999450683594,230.82000732421875,2757400,0.0,0.0,ibm
