Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker
2024-11-14 00:00:00-05:00,577.0,580.760009765625,573.010009765625,577.1599731445312,11053700,0.0,0.0,meta
2024-11-15 00:00:00-05:00,571.219970703125,572.5700073242188,551.5,554.0800170898438,17712900,0.0,0.0,meta
2024-11-18 00:00:00-05:00,557.0399780273438,559.9000244140625,550.0900268554688,554.4000244140625,14346700,0.0,0.0,meta
2024-11-19 00:00:00-05:00,551.8599853515625,561.4299926757812,550.5999755859375,561.0900268554688,9522400,0.0,0.0,meta
2024-11-20 00:00:00-05:00,562.9299926757812,566.3499755859375,554.2000122070312,565.52001953125,9797300,0.0,0.0,meta
2024-11-21 00:00:00-05:00,569.52001953125,570.0,549.0499877929688,563.0900268554688,11154700,0.0,0.0,meta
2024-11-22 00:00:00-05:00,563.5499877929688,563.8300170898438,554.5900268554688,559.1400146484375,9164000,0.0,0.0,meta
2024-11-25 00:00:00-05:00,562.0999755859375,572.5900268554688,556.3900146484375,565.1099853515625,13599800,0.0,0.0,meta
2024-11-26 00:00:00-05:00,566.0,577.5,565.2000122070312,573.5399780273438,10356600,0.0,0.0,meta
2024-11-27 00:00:00-05:00,574.8900146484375,574.97998046875,564.0999755859375,569.2000122070312,7200200,0.0,0.0,meta
2024-11-29 00:00:00-05:00,569.0,578.4600219726562,566.9000244140625,574.3200073242188,7130500,0.0,0.0,meta
2024-12-02 00:00:00-05:00,577.5,594.5,575.5700073242188,592.8300170898438,12522400,0.0,0.0,meta
2024-12-03 00:00:00-05:00,595.0,614.2000122070312,591.25,613.6500244140625,14907200,0.0,0.0,meta
2024-12-04 00:00:00-05:00,612.9600219726562,617.780029296875,605.0999755859375,613.780029296875,14697000,0.0,0.0,meta
2024-12-05 00:00:00-05:00,617.0800170898438,619.9000244140625,607.0499877929688,608.9299926757812,8081200,0.0,0.0,meta
2024-12-06 00:00:00-05:00,610.0999755859375,629.7899780273438,608.530029296875,623.77001953125,16935500,0.0,0.0,meta
2024-12-09 00:00:00-05:00,623.9199829101562,626.4000244140625,606.1699829101562,613.5700073242188,11426000,0.0,0.0,meta
2024-12-10 00:00:00-05:00,617.5599975585938,625.5900268554688,612.739990234375,619.3200073242188,10938900,0.0,0.0,meta
2024-12-11 00:00:00-05:00,623.3699951171875,638.4000244140625,621.530029296875,632.6799926757812,10837200,0.0,0.0,meta
2024-12-12 00:00:00-05:00,631.5,636.6599731445312,627.2100219726562,630.7899780273438,7474700,0.0,0.0,meta
2024-12-13 00:00:00-05:00,627.219970703125,631.0800170898438,616.8900146484375,620.3499755859375,8443500,0.0,0.0,meta
2024-11-14 00:00:00-05:00,214.16000366210938,215.89999389648438,210.8800048828125,211.47999572753906,42620300,0.0,0.0,amzn
2024-11-15 00:00:00-05:00,206.75999450683594,207.33999633789062,199.61000061035156,202.61000061035156,86591100,0.0,0.0,amzn
2024-11-18 00:00:00-05:00,204.14999389648438,204.6699981689453,200.9499969482422,201.6999969482422,36512500,0.0,0.0,amzn
2024-11-19 00:00:00-05:00,199.3300018310547,205.3000030517578,198.77999877929688,204.61000061035156,31197900,0.0,0.0,amzn
2024-11-20 00:00:00-05:00,202.97999572753906,203.1300048828125,199.4499969482422,202.8800048828125,32769000,0.0,0.0,amzn
2024-11-21 00:00:00-05:00,203.49000549316406,203.49000549316406,195.75,198.3800048828125,58800000,0.0,0.0,amzn
2024-11-22 00:00:00-05:00,198.25,199.25999450683594,196.75,197.1199951171875,31530800,0.0,0.0,amzn
2024-11-25 00:00:00-05:00,199.27999877929688,201.9499969482422,199.0,201.4499969482422,40685700,0.0,0.0,amzn
2024-11-26 00:00:00-05:00,201.89999389648438,208.0,201.7899932861328,207.86000061035156,41673700,0.0,0.0,amzn
2024-11-27 00:00:00-05:00,206.97999572753906,207.63999938964844,205.0500030517578,205.74000549316406,28061600,0.0,0.0,amzn
2024-11-29 00:00:00-05:00,205.8300018310547,208.1999969482422,204.58999633789062,207.88999938964844,24892400,0.0,0.0,amzn
2024-12-02 00:00:00-05:00,209.9600067138672,212.99000549316406,209.50999450683594,210.7100067138672,39523200,0.0,0.0,amzn
2024-12-03 00:00:00-05:00,210.30999755859375,214.02000427246094,209.64999389648438,213.44000244140625,32214800,0.0,0.0,amzn
2024-12-04 00:00:00-05:00,215.9600067138672,220.0,215.75,218.16000366210938,48745700,0.0,0.0,amzn
2024-12-05 00:00:00-05:00,218.02999877929688,222.14999389648438,217.3000030517578,220.5500030517578,41140200,0.0,0.0,amzn
2024-12-06 00:00:00-05:00,220.75,227.14999389648438,220.60000610351562,227.02999877929688,44178100,0.0,0.0,amzn
2024-12-09 00:00:00-05:00,227.2100067138672,230.0800018310547,225.6699981689453,226.08999633789062,46819400,0.0,0.0,amzn
