Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"300498","WENS FOODSTUFF GROUP LTD","Consumer Staples","Equity","1,770,771.24","0.01","1,770,771.24","812,570.00","2.18","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"000792","QINGHAI SALT LAKE INDUSTRY LTD A","Materials","Equity","1,771,721.55","0.01","1,771,721.55","773,300.00","2.29","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"600048","POLY DEVELOPMENTS AND HOLDINGS GRO","Real Estate","Equity","1,763,225.77","0.01","1,763,225.77","1,492,084.00","1.18","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"000776","GF SECURITIES LTD A","Financials","Equity","1,741,592.01","0.01","1,741,592.01","821,294.00","2.12","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"UNVR","UNILEVER INDONESIA","Consumer Staples","Equity","1,706,193.22","0.01","1,706,193.22","15,598,800.00","0.11","Indonesia","Indonesia Stock Exchange","USD","16,365.00","IDR","-"
"INR","INR CASH","Cash and/or Derivatives","Cash","1,704,421.35","0.01","1,704,421.35","147,619,933.00","1.15","India","-","USD","86.61","INR","-"
"002027","FOCUS MEDIA INFORMATION TECHNOLOGY","Communication","Equity","1,690,915.01","0.01","1,690,915.01","1,886,078.00","0.90","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"601689","NINGBO TUOPU GROUP CLS LTD A","Consumer Discretionary","Equity","1,686,456.73","0.01","1,686,456.73","223,205.00","7.56","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"002311","GUANGDONG HAID GROUP LTD A","Consumer Staples","Equity","1,677,093.35","0.01","1,677,093.35","241,127.00","6.96","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"600926","BANK OF HANGZHOU LTD A","Financials","Equity","1,674,935.42","0.01","1,674,935.42","837,845.00","2.00","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"SITES1A.1","OPERADORA DE SITES MEXICANOSD","Communication","Equity","1,650,170.55","0.01","1,650,170.55","2,617,621.00","0.63","Mexico","Bolsa Mexicana De Valores","USD","20.69","MXN","-"
"601881","CHINA GALAXY SECURITIES LTD A","Financials","Equity","1,639,207.46","0.01","1,639,207.46","879,400.00","1.86","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"600418","ANHUI JIANGHUAI AUTOMOBILE CORP LT","Consumer Discretionary","Equity","1,629,401.63","0.01","1,629,401.63","311,200.00","5.24","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"002493","RONGSHENG PETRO CHEMICAL LTD A","Materials","Equity","1,627,183.34","0.01","1,627,183.34","1,330,858.00","1.22","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"600010","INNER MONGOLIA BAOTOU STEEL UNION","Materials","Equity","1,628,445.89","0.01","1,628,445.89","6,557,000.00","0.25","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"300014","EVE ENERGY LTD A","Industrials","Equity","1,612,073.14","0.01","1,612,073.14","262,353.00","6.14","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"600438","TONGWEI LTD A","Information Technology","Equity","1,579,982.33","0.01","1,579,982.33","533,084.00","2.96","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"601995","CHINA INTERNATIONAL CAPITAL CORP L","Financials","Equity","1,570,000.14","0.01","1,570,000.14","365,600.00","4.29","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"601727","SHANGHAI ELECTRIC GROUP LTD A","Industrials","Equity","1,567,581.77","0.01","1,567,581.77","1,602,191.00","0.98","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"603986","GIGADEVICE SEMICONDUCTOR INC A","Information Technology","Equity","1,555,944.12","0.01","1,555,944.12","84,594.00","18.39","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"000425","XCMG CONSTRUCTION MACHINERY LTD A","Industrials","Equity","1,546,778.27","0.01","1,546,778.27","1,477,869.00","1.05","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"601100","JIANGSU HENGLI HYDRAULIC LTD A","Industrials","Equity","1,543,952.13","0.01","1,543,952.13","180,888.00","8.54","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"000895","HENAN SHUANGHUI INVESTMENT & DEVEL","Consumer Staples","Equity","1,538,171.75","0.01","1,538,171.75","446,600.00","3.44","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"601669","POWER CONSTRUCTION CORPORATION OF","Industrials","Equity","1,529,062.95","0.01","1,529,062.95","2,223,300.00","0.69","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"001979","CHINA MERCHANTS SHEKOU INDUSTRIAL","Real Estate","Equity","1,514,008.01","0.01","1,514,008.01","1,086,690.00","1.39","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"022100","POSCO DX COMPANY LTD","Information Technology","Equity","1,509,809.10","0.01","1,509,809.10","112,760.00","13.39","Korea (South)","Korea Exchange (Stock Market)","USD","1,457.85","KRW","-"
"601939","CHINA CONSTRUCTION BANK CORP A","Financials","Equity","1,508,226.34","0.01","1,508,226.34","1,325,268.00","1.14","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"688008","MONTAGE TECHNOLOGY LTD A","Information Technology","Equity","1,502,924.83","0.01","1,502,924.83","165,200.00","9.10","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"011170","LOTTE CHEMICAL CORP","Materials","Equity","1,498,190.83","0.01","1,498,190.83","37,985.00","39.44","Korea (South)","Korea Exchange (Stock Market)","USD","1,457.85","KRW","-"
"601825","SHANGHAI RURAL COMMERCIAL BANK LTD","Financials","Equity","1,480,863.37","0.01","1,480,863.37","1,328,300.00","1.11","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"300442","RANGE INTELLIGENT COMPUTING TECHNO","Information Technology","Equity","1,480,092.38","0.01","1,480,092.38","205,700.00","7.20","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"600958","ORIENT SECURITIES LTD A","Financials","Equity","1,469,120.60","0.01","1,469,120.60","1,100,834.00","1.33","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"002625","KUANG-CHI TECHNOLOGIES LTD A","Industrials","Equity","1,461,946.70","0.01","1,461,946.70","257,600.00","5.68","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"600547","SHANDONG GOLD-MINING LTD A","Materials","Equity","1,456,072.24","0.01","1,456,072.24","438,936.00","3.32","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"000100","TCL TECHNOLOGY GROUP CORP A","Information Technology","Equity","1,450,581.94","0.01","1,450,581.94","2,160,630.00","0.67","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"601111","AIR CHINA LTD A","Industrials","Equity","1,445,032.41","0.01","1,445,032.41","1,373,493.00","1.05","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"300502","EOPTOLINK TECHNOLOGY INC LTD A","Information Technology","Equity","1,445,552.31","0.01","1,445,552.31","88,700.00","16.30","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"300124","SHENZHEN INOVANCE TECHNOLOGY LTD A","Industrials","Equity","1,444,258.33","0.01","1,444,258.33","174,797.00","8.26","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"600111","CHINA NORTHERN RARE EARTH (GROUP)","Materials","Equity","1,438,886.15","0.01","1,438,886.15","479,954.00","3.00","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"002938","AVARY HOLDING (SHENZHEN) LTD A","Information Technology","Equity","1,431,506.89","0.01","1,431,506.89","283,604.00","5.05","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"600674","SICHUAN CHUANTOU ENERGY LTD A","Utilities","Equity","1,427,971.34","0.01","1,427,971.34","666,960.00","2.14","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"002241","GOERTEK INC A","Information Technology","Equity","1,408,039.52","0.01","1,408,039.52","415,400.00","3.39","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"600795","GD POWER DEVELOPMENT LTD A","Utilities","Equity","1,405,193.56","0.01","1,405,193.56","2,406,000.00","0.58","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"000596","ANHUI GUJING DISTILLERY LTD A","Consumer Staples","Equity","1,381,647.41","0.01","1,381,647.41","58,385.00","23.66","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"002736","GUOSEN SECURITIES LTD A","Financials","Equity","1,381,808.94","0.01","1,381,808.94","966,251.00","1.43","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"000977","INSPUR ELECTRONIC INFORMATION INDU","Information Technology","Equity","1,375,421.31","0.01","1,375,421.31","201,590.00","6.82","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"300408","CHAOZHOU THREE-CIRCLE (GROUP) LTD","Information Technology","Equity","1,361,827.59","0.01","1,361,827.59","263,530.00","5.17","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"CLP","CLP CASH","Cash and/or Derivatives","Cash","1,356,799.21","0.01","1,356,799.21","1,367,992,802.00","0.10","Chile","-","USD","1,008.25","CLP","-"
"601788","EVERBRIGHT SECURITIES LTD A","Financials","Equity","1,356,741.23","0.01","1,356,741.23","576,383.00","2.35","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"600183","SHENGYI TECHNOLOGY LTD A","Information Technology","Equity","1,345,099.82","0.01","1,345,099.82","359,100.00","3.75","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"603392","BEIJING WANTAI BIOLOGICAL PHARMACY","Health Care","Equity","1,342,994.79","0.01","1,342,994.79","141,630.00","9.48","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"601901","FOUNDER SECURITIES LTD A","Financials","Equity","1,338,665.86","0.01","1,338,665.86","1,249,700.00","1.07","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"QAR","QAR CASH","Cash and/or Derivatives","Cash","1,321,118.84","0.01","1,321,118.84","4,810,194.00","27.46","Qatar","-","USD","3.64","QAR","-"
"600188","YANKUANG ENERGY GROUP LTD A","Energy","Equity","1,314,959.51","0.01","1,314,959.51","715,930.00","1.84","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"002463","WUS PRINTED CIRCUIT (KUNSHAN) LTD","Information Technology","Equity","1,289,562.59","0.01","1,289,562.59","237,923.00","5.42","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"600115","CHINA EASTERN AIRLINES CORP LTD A","Industrials","Equity","1,286,442.66","0.01","1,286,442.66","2,304,997.00","0.56","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"000938","UNISPLENDOUR CORP LTD A","Information Technology","Equity","1,283,275.89","0.01","1,283,275.89","369,954.00","3.47","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"600160","ZHEJIANG JU HUA LTD A","Materials","Equity","1,283,334.33","0.01","1,283,334.33","370,700.00","3.46","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"600584","JCET GROUP LTD A","Information Technology","Equity","1,277,568.06","0.01","1,277,568.06","231,800.00","5.51","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"IDR","IDR CASH","Cash and/or Derivatives","Cash","1,263,884.22","0.01","1,263,884.22","20,683,465,262.00","0.01","Indonesia","-","USD","16,365.00","IDR","-"
"601360","360 SECURITY TECHNOLOGY INC A","Information Technology","Equity","1,263,581.72","0.01","1,263,581.72","912,306.00","1.39","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"601838","BANK OF CHENGDU LTD A","Financials","Equity","1,248,539.31","0.01","1,248,539.31","535,695.00","2.33","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"000807","YUNNAN ALUMINIUM LTD A","Materials","Equity","1,246,199.53","0.01","1,246,199.53","544,900.00","2.29","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"001965","CHINA MERCHANTS EXPRESSWAY NETWORK","Industrials","Equity","1,239,829.43","0.01","1,239,829.43","695,700.00","1.78","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"600089","TBEA LTD A","Industrials","Equity","1,234,946.03","0.01","1,234,946.03","738,780.00","1.67","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"002001","ZHEJIANG NHU LTD A","Materials","Equity","1,233,279.93","0.01","1,233,279.93","412,687.00","2.99","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"601633","GREAT WALL MOTOR LTD A","Consumer Discretionary","Equity","1,218,966.20","0.01","1,218,966.20","351,000.00","3.47","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"600221","HAINAN AIRLINES HOLDING LTD A","Industrials","Equity","1,220,371.71","0.01","1,220,371.71","5,387,500.00","0.23","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"002916","SHENNAN CIRCUITS LTD A","Information Technology","Equity","1,199,356.39","0.01","1,199,356.39","70,140.00","17.10","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"600489","ZHONGJIN GOLD CORP LTD A","Materials","Equity","1,199,794.50","0.01","1,199,794.50","666,600.00","1.80","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"600415","ZHEJIANG CHINA COMMODITIES CITY GR","Consumer Discretionary","Equity","1,184,366.50","0.01","1,184,366.50","672,300.00","1.76","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"601916","CHINA ZHESHANG BANK LTD A","Financials","Equity","1,177,337.19","0.01","1,177,337.19","3,006,230.00","0.39","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"002920","HUIZHOU DESAY SV AUTOMOTIVE LTD A","Consumer Discretionary","Equity","1,163,079.30","0.01","1,163,079.30","81,400.00","14.29","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"600011","HUANENG POWER INTERNATIONAL INC A","Utilities","Equity","1,164,126.61","0.01","1,164,126.61","1,330,900.00","0.87","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"002648","SATELLITE CHEMICAL LTD A","Materials","Equity","1,141,229.92","0.01","1,141,229.92","411,984.00","2.77","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"601868","CHINA ENERGY ENGINEERING CORP LTD","Industrials","Equity","1,140,054.24","0.01","1,140,054.24","3,696,752.00","0.31","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"600029","CHINA SOUTHERN AIRLINES LTD A","Industrials","Equity","1,139,301.88","0.01","1,139,301.88","1,316,900.00","0.87","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"000408","ZANGGE MINING LTD A","Materials","Equity","1,114,094.67","0.01","1,114,094.67","251,600.00","4.43","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"300394","SUZHOU TFC OPTICAL COMMUNICATION L","Information Technology","Equity","1,102,256.73","0.01","1,102,256.73","74,380.00","14.82","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"600845","SHANGHAI BAOSIGHT SOFTWARE LTD A","Information Technology","Equity","1,094,386.80","0.01","1,094,386.80","290,159.00","3.77","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"000301","JIANGSU EASTERN SHENGHONG LTD A","Materials","Equity","1,091,439.08","0.01","1,091,439.08","918,300.00","1.19","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"688396","CHINA RESOURCES MICROELECTRONICS L","Information Technology","Equity","1,084,988.62","0.01","1,084,988.62","167,816.00","6.47","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"300122","CHONGQING ZHIFEI BIOLOGICAL PRODUC","Health Care","Equity","1,084,232.25","0.01","1,084,232.25","319,613.00","3.39","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"000999","CHINA RESOURCES SANJIU MEDICAL AND","Health Care","Equity","1,082,366.50","0.01","1,082,366.50","176,933.00","6.12","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"601319","THE PEOPLES INSURANCE COMPANY (GRO","Financials","Equity","1,081,213.38","0.01","1,081,213.38","1,158,400.00","0.93","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"600600","TSINGTAO BREWERY LTD A","Consumer Staples","Equity","1,074,355.59","0.01","1,074,355.59","104,990.00","10.23","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"600066","YUTONG BUS LTD A","Industrials","Equity","1,069,949.10","0.01","1,069,949.10","284,400.00","3.76","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"000002","CHINA VANKE LTD A","Real Estate","Equity","1,068,433.96","0.01","1,068,433.96","1,180,966.00","0.90","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"600023","ZHEJIANG ZHENENG ELECTRIC POWER LT","Utilities","Equity","1,063,521.28","0.01","1,063,521.28","1,478,900.00","0.72","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"600196","SHANGHAI FOSUN PHARMACEUTICAL (GRO","Health Care","Equity","1,058,061.30","0.01","1,058,061.30","330,089.00","3.21","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"300866","ANKER INNOVATIONS TECHNOLOGY LTD A","Information Technology","Equity","1,052,740.74","0.01","1,052,740.74","72,000.00","14.62","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"002050","ZHEJIANG SANHUA INTELLIGENT CONTRO","Industrials","Equity","1,047,440.20","0.01","1,047,440.20","269,900.00","3.88","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"603296","HUAQIN TECHNOLOGY LTD A","Information Technology","Equity","1,045,280.62","0.01","1,045,280.62","107,000.00","9.77","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"601872","CHINA MERCHANTS ENERGY SHIPPING LT","Energy","Equity","1,043,699.77","0.01","1,043,699.77","1,084,900.00","0.96","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"300999","YIHAI KERRY ARAWANA HOLDINGS LTD A","Consumer Staples","Equity","1,044,179.41","0.01","1,044,179.41","247,000.00","4.23","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"601377","INDUSTRIAL SECURITIES LTD A","Financials","Equity","1,037,651.43","0.01","1,037,651.43","1,275,876.00","0.81","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"002600","LINGYI ITECH (GUANGDONG) A","Information Technology","Equity","1,030,234.52","0.01","1,030,234.52","941,380.00","1.09","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"601618","METALLURGICAL CORP OF CHINA LTD A","Industrials","Equity","1,027,711.02","0.01","1,027,711.02","2,406,190.00","0.43","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"605117","NINGBO DEYE TECHNOLOGY LTD A","Industrials","Equity","1,028,196.96","0.01","1,028,196.96","87,220.00","11.79","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"603369","JIANGSU KINGS LUCK BREWERY LTD A","Consumer Staples","Equity","1,021,717.97","0.01","1,021,717.97","165,286.00","6.18","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"002252","SHANGHAI RAAS BLOOD PRODUCTS LTD A","Health Care","Equity","1,019,798.04","0.01","1,019,798.04","1,094,200.00","0.93","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"000617","CNPC CAPITAL LTD A","Financials","Equity","1,014,996.66","0.01","1,014,996.66","1,127,000.00","0.90","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"002028","SIEYUAN ELECTRIC LTD A","Industrials","Equity","1,010,836.07","0.01","1,010,836.07","99,700.00","10.14","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"603260","HOSHINE SILICON INDUSTRY LTD A","Materials","Equity","1,008,626.83","0.01","1,008,626.83","139,200.00","7.25","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"600703","SANAN OPTOELECTRONICS LTD A","Information Technology","Equity","1,006,327.80","0.01","1,006,327.80","635,200.00","1.58","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"688223","JINKO SOLAR LTD A","Information Technology","Equity","1,003,655.43","0.01","1,003,655.43","1,128,081.00","0.89","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"002353","YANTAI JEREH OILFIELD SERVICES GRO","Energy","Equity","992,474.37","0.01","992,474.37","191,298.00","5.19","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"300896","IMEIK TECHNOLOGY DEVELOPMENT LTD A","Health Care","Equity","989,964.47","0.01","989,964.47","41,860.00","23.65","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"300413","MANGO EXCELLENT MEDIA LTD A","Communication","Equity","985,151.40","0.01","985,151.40","270,900.00","3.64","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"601021","SPRING AIRLINES LTD A","Industrials","Equity","983,274.16","0.01","983,274.16","132,800.00","7.40","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"000963","HUADONG MEDICINE LTD A","Health Care","Equity","980,512.62","0.01","980,512.62","218,205.00","4.49","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"601607","SHANGHAI PHARMACEUTICALS HOLDING L","Health Care","Equity","976,678.36","0.01","976,678.36","369,700.00","2.64","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"600522","JIANGSU ZHONGTIAN TECHNOLOGY LTD A","Industrials","Equity","967,262.66","0.01","967,262.66","514,024.00","1.88","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"600061","SDIC CAPITAL LTD A","Financials","Equity","968,049.89","0.01","968,049.89","1,002,000.00","0.97","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"002460","GANFENG LITHIUM GROUP LTD A","Materials","Equity","964,957.82","0.01","964,957.82","198,973.00","4.85","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"002236","ZHEJIANG DAHUA TECHNOLOGY LTD A","Information Technology","Equity","963,373.09","0.01","963,373.09","468,784.00","2.06","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"000933","HENAN SHENHUO COAL & POWER LTD A","Materials","Equity","959,208.14","0.01","959,208.14","374,500.00","2.56","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"603799","ZHEJIANG HUAYOU COBALT LTD A","Industrials","Equity","957,255.18","0.01","957,255.18","236,915.00","4.04","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"000786","BEIJING NEW BUILDING MATERIALS PUB","Industrials","Equity","954,109.47","0.01","954,109.47","227,013.00","4.20","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"301236","ISOFTSTONE INFORMATION TECHNOLOGY","Information Technology","Equity","950,985.22","0.01","950,985.22","123,500.00","7.70","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"002064","HUAFON CHEMICAL LTD A","Materials","Equity","946,467.80","0.01","946,467.80","850,000.00","1.11","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"600009","SHANGHAI INTERNATIONAL AIRPORT LTD","Industrials","Equity","933,249.68","0.01","933,249.68","205,998.00","4.53","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"600803","ENN NATURAL GAS LTD A","Utilities","Equity","933,694.99","0.01","933,694.99","346,100.00","2.70","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"600918","ZHONGTAI SECURITIES LTD A","Financials","Equity","926,084.36","0.01","926,084.36","1,087,600.00","0.85","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"688126","NATIONAL SILICON INDUSTRY GROUP LT","Information Technology","Equity","927,373.63","0.01","927,373.63","350,313.00","2.65","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"301269","EMPYREAN TECHNOLOGY LTD A","Information Technology","Equity","923,644.77","0.01","923,644.77","61,300.00","15.07","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"002384","SUZHOU DONGSHAN PRECISION MANUFACT","Information Technology","Equity","923,898.86","0.01","923,898.86","223,600.00","4.13","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"601077","CHONGQING RURAL COMMERCIAL BANK LT","Financials","Equity","922,199.69","0.01","922,199.69","1,118,900.00","0.82","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"002049","UNIGROUP GUOXIN MICROELECTRONICS L","Information Technology","Equity","917,172.81","0.01","917,172.81","110,439.00","8.30","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"002466","TIANQI LITHIUM INDUSTRIES CORP A","Materials","Equity","912,173.08","0.01","912,173.08","200,200.00","4.56","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"002422","SICHUAN KELUN PHARMACEUTICAL LTD A","Health Care","Equity","910,048.94","0.01","910,048.94","242,778.00","3.75","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"600176","CHINA JUSHI LTD A","Materials","Equity","907,984.72","0.01","907,984.72","590,940.00","1.54","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"300628","YEALINK NETWORK TECHNOLOGY LTD A","Information Technology","Equity","907,173.08","0.01","907,173.08","163,142.00","5.56","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"601878","ZHESHANG SECURITIES LTD A","Financials","Equity","903,104.40","0.01","903,104.40","576,500.00","1.57","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"601117","CHINA NATIONAL CHEMICAL ENGINEERIN","Industrials","Equity","902,384.52","0.01","902,384.52","885,267.00","1.02","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"000157","ZOOMLION HEAVY INDUSTRY SCIENCE AN","Industrials","Equity","899,688.11","0.01","899,688.11","898,254.00","1.00","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"601238","GUANGZHOU AUTOMOBILE GROUP LTD A","Consumer Discretionary","Equity","893,908.55","0.01","893,908.55","763,500.00","1.17","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"000988","HUAGONG TECH LTD A","Information Technology","Equity","890,171.66","0.01","890,171.66","163,700.00","5.44","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"600570","HUNDSUN TECHNOLOGIES INC A","Information Technology","Equity","883,325.68","0.01","883,325.68","247,544.00","3.57","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"000975","SHANJIN INTERNATIONAL GOLD LTD A","Materials","Equity","880,097.70","0.01","880,097.70","389,000.00","2.26","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"688169","BEIJING ROBOROCK TECHNOLOGY LTD A","Consumer Discretionary","Equity","875,855.81","0.01","875,855.81","27,071.00","32.35","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"601108","CAITONG SECURITIES LTD A","Financials","Equity","876,007.65","0.01","876,007.65","838,074.00","1.05","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"601865","FLAT GLASS GROUP LTD A","Information Technology","Equity","870,141.51","0.01","870,141.51","308,200.00","2.82","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"601058","SAILUN GROUP LTD A","Consumer Discretionary","Equity","869,443.66","0.01","869,443.66","413,200.00","2.10","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"000983","SHANXI COKING COAL ENERGY GROUP LT","Energy","Equity","864,988.06","0.01","864,988.06","821,100.00","1.05","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"600026","COSCO SHIPPING ENERGY TRANSPORTATI","Energy","Equity","862,238.31","0.01","862,238.31","471,900.00","1.83","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"600233","YTO EXPRESS GROUP LTD A","Industrials","Equity","861,400.32","0.01","861,400.32","467,600.00","1.84","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"600085","BEIJING TONGRENTANG LTD A","Health Care","Equity","862,172.40","0.01","862,172.40","169,800.00","5.08","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"600741","HUAYU AUTOMOTIVE SYSTEMS LTD A","Consumer Discretionary","Equity","859,405.38","0.01","859,405.38","379,168.00","2.27","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
