Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,Adj Close
2024-11-14 00:00:00-05:00,131.17237881551543,132.60476338162957,131.0729169405764,131.62001037597656,2283900.0,0.0,0.0,MMM,
2024-11-15 00:00:00-05:00,130.11000061035156,131.25,129.7100067138672,129.7899932861328,1928800.0,0.7,0.0,MMM,
2024-11-18 00:00:00-05:00,129.77999877929688,130.3800048828125,128.57000732421875,130.1699981689453,2433000.0,0.0,0.0,MMM,
2024-11-19 00:00:00-05:00,129.00999450683594,129.25999450683594,128.0,128.19000244140625,2600500.0,0.0,0.0,MMM,
2024-11-20 00:00:00-05:00,128.0,128.19000244140625,127.0999984741211,127.83999633789062,1700600.0,0.0,0.0,MMM,
2024-11-21 00:00:00-05:00,127.7300033569336,128.5800018310547,126.31999969482422,127.31999969482422,2544800.0,0.0,0.0,MMM,
2024-11-22 00:00:00-05:00,127.69000244140625,128.47999572753906,126.37000274658203,128.4199981689453,3052400.0,0.0,0.0,MMM,
2024-11-25 00:00:00-05:00,129.2100067138672,130.60000610351562,127.55000305175781,130.32000732421875,5074700.0,0.0,0.0,MMM,
2024-11-26 00:00:00-05:00,129.99000549316406,133.22999572753906,129.64999389648438,132.9499969482422,3080300.0,0.0,0.0,MMM,
2024-11-27 00:00:00-05:00,133.91000366210938,135.5500030517578,132.36000061035156,132.47999572753906,2579600.0,0.0,0.0,MMM,
2024-11-29 00:00:00-05:00,132.86000061035156,133.74000549316406,132.0399932861328,133.52999877929688,1618300.0,0.0,0.0,MMM,
2024-12-02 00:00:00-05:00,133.52999877929688,133.77000427246094,132.3800048828125,132.88999938964844,3001900.0,0.0,0.0,MMM,
2024-12-03 00:00:00-05:00,132.88999938964844,133.22999572753906,130.74000549316406,131.14999389648438,2378400.0,0.0,0.0,MMM,
2024-12-04 00:00:00-05:00,130.92999267578125,131.38999938964844,128.97000122070312,130.4499969482422,2503400.0,0.0,0.0,MMM,
2024-12-05 00:00:00-05:00,130.82000732421875,135.5800018310547,130.4499969482422,133.3300018310547,4171800.0,0.0,0.0,MMM,
2024-12-06 00:00:00-05:00,133.25,134.22000122070312,132.1999969482422,133.11000061035156,1912300.0,0.0,0.0,MMM,
2024-12-09 00:00:00-05:00,133.10000610351562,133.85000610351562,131.27000427246094,131.49000549316406,3442400.0,0.0,0.0,MMM,
2024-12-10 00:00:00-05:00,130.1199951171875,130.60000610351562,127.5999984741211,129.77000427246094,3225700.0,0.0,0.0,MMM,
2024-12-11 00:00:00-05:00,130.27000427246094,130.6699981689453,129.25999450683594,129.77000427246094,4089500.0,0.0,0.0,MMM,
2024-12-12 00:00:00-05:00,129.64999389648438,130.6699981689453,128.77000427246094,129.75,2915300.0,0.0,0.0,MMM,
2024-12-13 00:00:00-05:00,129.6999969482422,130.16000366210938,128.91000366210938,129.9199981689453,2382000.0,0.0,0.0,MMM,
2024-11-14 00:00:00-05:00,73.0,73.80000305175781,72.91000366210938,73.0,1002400.0,0.0,0.0,AOS,
2024-11-15 00:00:00-05:00,72.77999877929688,73.27999877929688,72.1500015258789,72.2300033569336,1214400.0,0.0,0.0,AOS,
2024-11-18 00:00:00-05:00,72.0,72.62999725341797,71.63999938964844,72.1500015258789,801700.0,0.0,0.0,AOS,
2024-11-19 00:00:00-05:00,71.5199966430664,72.0,71.04000091552734,71.41000366210938,914200.0,0.0,0.0,AOS,
2024-11-20 00:00:00-05:00,71.5,71.93000030517578,70.7300033569336,71.75,849600.0,0.0,0.0,AOS,
2024-11-21 00:00:00-05:00,71.75,73.56999969482422,71.69000244140625,72.97000122070312,975900.0,0.0,0.0,AOS,
2024-11-22 00:00:00-05:00,73.0999984741211,73.80000305175781,73.0,73.44000244140625,716600.0,0.0,0.0,AOS,
2024-11-25 00:00:00-05:00,74.11000061035156,75.91000366210938,74.01000213623047,75.43000030517578,1303100.0,0.0,0.0,AOS,
2024-11-26 00:00:00-05:00,74.52999877929688,74.58999633789062,73.75,73.9000015258789,850800.0,0.0,0.0,AOS,
2024-11-27 00:00:00-05:00,74.2300033569336,74.93000030517578,74.01000213623047,74.0999984741211,609100.0,0.0,0.0,AOS,
2024-11-29 00:00:00-05:00,74.19999694824219,74.66999816894531,74.05000305175781,74.48999786376953,381300.0,0.0,0.0,AOS,
2024-12-02 00:00:00-05:00,74.62999725341797,74.86000061035156,73.75,74.6500015258789,841200.0,0.0,0.0,AOS,
2024-12-03 00:00:00-05:00,74.6500015258789,74.6500015258789,73.23999786376953,74.0199966430664,1134100.0,0.0,0.0,AOS,
2024-12-04 00:00:00-05:00,73.79000091552734,74.13999938964844,73.2300033569336,73.5999984741211,865200.0,0.0,0.0,AOS,
2024-12-05 00:00:00-05:00,73.52999877929688,73.58000183105469,71.9800033569336,72.31999969482422,939100.0,0.0,0.0,AOS,
2024-12-06 00:00:00-05:00,73.23999786376953,73.23999786376953,72.30999755859375,72.61000061035156,1066700.0,0.0,0.0,AOS,
